@RELATION air_quality

@ATTRIBUTE pm25 REAL
@ATTRIBUTE pm10 REAL
@ATTRIBUTE o3 REAL
@ATTRIBUTE no2 REAL
@ATTRIBUTE so2 REAL
@ATTRIBUTE quality {good,hazardous,moderate,unhealthy,unhealthy_for_sensitive_groups,very_unhealthy}

@DATA
105, 51, 22, 17, 6, unhealthy_for_sensitive_groups
63, 41, 21, 7, 5, moderate
84, 38, 20, 7, 5, moderate
42, 33, 20, 12, 7, good
48, 39, 26, 14, 6, good
93, 62, 19, 17, 6, moderate
89, 29, 22, 11, 5, moderate
31, 25, 24, 6, 4, good
41, 37, 17, 10, 4, good
31, 47, 25, 13, 5, good
63, 27, 24, 6, 4, moderate
31, 40, 20, 17, 6, good
72, 59, 23, 20, 7, moderate
88, 77, 33, 14, 8, moderate
148, 73, 43, 10, 7, unhealthy_for_sensitive_groups
138, 106, 37, 17, 9, unhealthy_for_sensitive_groups
202, 68, 35, 10, 5, very_unhealthy
141, 74, 27, 17, 6, unhealthy_for_sensitive_groups
136, 28, 26, 3, 5, unhealthy_for_sensitive_groups
35, 30, 27, 9, 5, good
53, 50, 26, 13, 8, moderate
98, 91, 33, 16, 9, moderate
145, 83, 29, 14, 7, unhealthy_for_sensitive_groups
114, 70, 38, 14, 7, unhealthy_for_sensitive_groups
117, 76, 38, 13, 6, unhealthy_for_sensitive_groups
98, 38, 23, 9, 6, moderate
40, 48, 28, 15, 6, good
70, 65, 34, 16, 5, moderate
110, 60, 31, 16, 4, unhealthy_for_sensitive_groups
140, 45, 24, 13, 4, unhealthy_for_sensitive_groups
90, 46, 26, 7, 3, moderate
43, 33, 28, 6, 3, good
48, 22, 27, 3, 2, good
25, 26, 27, 9, 3, good
53, 53, 21, 17, 8, moderate
108, 74, 20, 22, 15, unhealthy_for_sensitive_groups
126, 64, 26, 23, 8, unhealthy_for_sensitive_groups
133, 78, 26, 12, 5, unhealthy_for_sensitive_groups
82, 42, 27, 15, 6, moderate
68, 69, 22, 25, 9, moderate
136, 75, 25, 20, 10, unhealthy_for_sensitive_groups
152, 31, 28, 11, 4, unhealthy
41, 61, 22, 23, 7, moderate
75, 103, 42, 19, 9, unhealthy_for_sensitive_groups
136, 79, 38, 19, 6, unhealthy_for_sensitive_groups
136, 59, 28, 12, 5, unhealthy_for_sensitive_groups
59, 45, 23, 15, 5, moderate
76, 72, 24, 21, 8, moderate
126, 78, 25, 20, 8, unhealthy_for_sensitive_groups
130, 25, 29, 6, 3, unhealthy_for_sensitive_groups
41, 36, 26, 15, 7, good
76, 58, 27, 18, 8, moderate
124, 53, 28, 17, 7, unhealthy_for_sensitive_groups
120, 37, 28, 6, 3, unhealthy_for_sensitive_groups
63, 26, 29, 2, 2, moderate
35, 25, 28, 8, 4, good
60, 51, 24, 15, 10, moderate
94, 85, 33, 19, 10, moderate
172, 98, 34, 21, 7, unhealthy
191, 134, 26, 32, 11, unhealthy
209, 117, 33, 19, 14, very_unhealthy
208, 95, 38, 21, 9, very_unhealthy
184, 46, 28, 10, 8, unhealthy
95, 26, 31, 5, 6, moderate
33, 34, 28, 16, 10, good
65, 54, 18, 23, 12, moderate
124, 47, 24, 16, 9, unhealthy_for_sensitive_groups
104, 20, 30, 3, 6, unhealthy_for_sensitive_groups
23, 50, 26, 18, 12, good
110, 49, 25, 15, 10, unhealthy_for_sensitive_groups
87, 67, 22, 23, 11, moderate
145, 102, 24, 29, 18, unhealthy_for_sensitive_groups
192, 120, 38, 20, 13, unhealthy
219, 132, 26, 29, 12, very_unhealthy
58, 57, 36, 8, 4, moderate
112, 53, 38, 5, 4, unhealthy_for_sensitive_groups
77, 54, 29, 5, 3, moderate
104, 41, 27, 3, 3, unhealthy_for_sensitive_groups
64, 40, 32, 7, 4, moderate
62, 29, 24, 4, 3, moderate
54, 24, 19, 3, 3, moderate
42, 29, 19, 4, 3, good
57, 44, 29, 6, 5, moderate
69, 32, 19, 5, 3, moderate
53, 29, 26, 3, 4, moderate
52, 36, 37, 6, 5, moderate
74, 55, 43, 11, 5, moderate
89, 55, 30, 15, 6, moderate
80, 16, 29, 1, 3, moderate
20, 32, 25, 5, 5, good
51, 56, 33, 5, 3, moderate
130, 52, 27, 6, 4, unhealthy_for_sensitive_groups
92, 30, 19, 3, 3, moderate
63, 46, 19, 2, 3, moderate
92, 49, 27, 3, 4, moderate
88, 44, 27, 4, 3, moderate
78, 64, 28, 4, 4, moderate
104, 60, 26, 3, 4, unhealthy_for_sensitive_groups
106, 31, 26, 4, 4, unhealthy_for_sensitive_groups
60, 54, 38, 5, 4, moderate
101, 65, 33, 5, 4, unhealthy_for_sensitive_groups
108, 72, 34, 4, 4, unhealthy_for_sensitive_groups
140, 59, 30, 5, 4, unhealthy_for_sensitive_groups
112, 38, 29, 3, 4, unhealthy_for_sensitive_groups
57, 31, 18, 3, 3, moderate
56, 32, 27, 4, 4, moderate
47, 33, 18, 5, 4, good
20, 35, 18, 7, 5, good
52, 40, 21, 8, 5, moderate
69, 43, 29, 3, 5, moderate
78, 44, 20, 3, 5, moderate
78, 31, 17, 3, 4, moderate
65, 37, 23, 5, 5, moderate
73, 34, 20, 3, 4, moderate
61, 40, 18, 3, 4, moderate
71, 31, 19, 2, 4, moderate
61, 48, 34, 3, 5, moderate
117, 61, 36, 6, 6, unhealthy_for_sensitive_groups
120, 44, 28, 5, 6, unhealthy_for_sensitive_groups
64, 45, 43, 7, 7, moderate
65, 55, 41, 10, 7, moderate
83, 39, 26, 6, 6, moderate
65, 26, 19, 8, 5, moderate
59, 22, 23, 3, 4, moderate
53, 21, 24, 2, 4, moderate
47, 44, 43, 8, 5, good
69, 50, 45, 11, 6, moderate
70, 50, 36, 10, 6, moderate
82, 33, 25, 5, 5, moderate
54, 29, 24, 2, 4, moderate
27, 44, 45, 7, 5, good
64, 38, 39, 6, 5, moderate
39, 36, 35, 5, 5, good
47, 47, 24, 3, 5, good
40, 48, 30, 13, 7, good
70, 54, 27, 12, 6, moderate
75, 51, 34, 12, 6, moderate
63, 55, 40, 8, 5, moderate
91, 56, 33, 9, 5, moderate
112, 63, 42, 8, 5, unhealthy_for_sensitive_groups
78, 70, 54, 12, 7, moderate
99, 52, 33, 11, 5, moderate
93, 46, 42, 10, 5, moderate
95, 73, 60, 10, 8, moderate
141, 58, 34, 10, 5, unhealthy_for_sensitive_groups
113, 57, 37, 11, 5, unhealthy_for_sensitive_groups
94, 53, 35, 10, 5, moderate
96, 55, 35, 9, 5, moderate
100, 60, 38, 13, 5, moderate
117, 72, 43, 6, 5, unhealthy_for_sensitive_groups
131, 52, 26, 7, 5, unhealthy_for_sensitive_groups
51, 47, 33, 3, 5, moderate
53, 42, 33, 5, 5, moderate
32, 38, 30, 5, 5, good
39, 24, 29, 7, 4, good
42, 43, 29, 17, 5, good
69, 44, 38, 8, 5, moderate
70, 43, 34, 6, 5, moderate
67, 34, 30, 5, 5, moderate
60, 37, 31, 6, 5, moderate
75, 43, 35, 7, 5, moderate
84, 39, 32, 8, 5, moderate
67, 32, 19, 6, 4, moderate
31, 29, 22, 14, 5, good
32, 56, 24, 26, 7, moderate
67, 52, 30, 12, 6, moderate
150, 72, 41, 7, 8, unhealthy_for_sensitive_groups
136, 55, 23, 12, 8, unhealthy_for_sensitive_groups
71, 69, 33, 15, 10, moderate
86, 88, 50, 15, 17, moderate
176, 62, 35, 9, 9, unhealthy
90, 76, 41, 14, 12, moderate
126, 111, 31, 17, 12, unhealthy_for_sensitive_groups
127, 129, 48, 12, 10, unhealthy_for_sensitive_groups
190, 93, 33, 13, 4, unhealthy
133, 54, 31, 7, 3, unhealthy_for_sensitive_groups
57, 54, 36, 4, 3, moderate
85, 56, 32, 9, 5, moderate
106, 71, 29, 12, 5, unhealthy_for_sensitive_groups
144, 64, 32, 6, 4, unhealthy_for_sensitive_groups
87, 47, 36, 6, 4, moderate
82, 49, 30, 6, 5, moderate
68, 53, 27, 11, 6, moderate
91, 54, 32, 11, 5, moderate
101, 51, 33, 5, 5, unhealthy_for_sensitive_groups
80, 72, 47, 10, 10, moderate
137, 231, 39, 10, 7, very_unhealthy
153, 359, 25, 17, 7, hazardous
166, 213, 27, 15, 9, very_unhealthy
150, 151, 35, 10, 7, unhealthy
119, 58, 30, 21, 9, unhealthy_for_sensitive_groups
100, 79, 30, 21, 9, moderate
152, 58, 34, 11, 7, unhealthy
107, 50, 39, 15, 8, unhealthy_for_sensitive_groups
90, 61, 44, 10, 7, moderate
136, 68, 50, 11, 7, unhealthy_for_sensitive_groups
139, 44, 39, 5, 5, unhealthy_for_sensitive_groups
89, 22, 27, 5, 4, moderate
31, 38, 25, 14, 10, good
71, 47, 36, 9, 7, moderate
84, 82, 30, 8, 4, moderate
105, 38, 25, 18, 6, unhealthy_for_sensitive_groups
58, 41, 28, 15, 4, moderate
68, 39, 28, 18, 4, moderate
73, 49, 43, 13, 6, moderate
106, 64, 45, 13, 6, unhealthy_for_sensitive_groups
131, 64, 54, 5, 4, unhealthy_for_sensitive_groups
119, 29, 32, 12, 4, unhealthy_for_sensitive_groups
64, 38, 32, 9, 4, moderate
67, 30, 29, 9, 3, moderate
72, 41, 33, 11, 9, moderate
69, 48, 43, 10, 6, moderate
90, 48, 40, 8, 4, moderate
95, 55, 40, 12, 7, moderate
85, 52, 36, 15, 8, moderate
96, 55, 39, 20, 7, moderate
105, 58, 43, 21, 8, unhealthy_for_sensitive_groups
102, 46, 40, 9, 8, unhealthy_for_sensitive_groups
94, 65, 40, 8, 6, moderate
109, 79, 44, 9, 8, unhealthy_for_sensitive_groups
127, 65, 53, 15, 9, unhealthy_for_sensitive_groups
86, 102, 37, 18, 10, unhealthy_for_sensitive_groups
130, 89, 72, 12, 10, unhealthy_for_sensitive_groups
150, 61, 43, 8, 7, unhealthy_for_sensitive_groups
103, 78, 48, 9, 6, unhealthy_for_sensitive_groups
125, 67, 42, 6, 5, unhealthy_for_sensitive_groups
83, 38, 38, 10, 5, moderate
60, 57, 42, 18, 7, moderate
85, 48, 35, 6, 4, moderate
65, 34, 36, 6, 4, moderate
58, 39, 37, 6, 5, moderate
72, 40, 40, 6, 4, moderate
63, 49, 39, 6, 5, moderate
90, 60, 42, 10, 7, moderate
118, 59, 42, 6, 4, unhealthy_for_sensitive_groups
107, 38, 24, 3, 3, unhealthy_for_sensitive_groups
63, 45, 43, 6, 4, moderate
103, 52, 36, 12, 5, unhealthy_for_sensitive_groups
101, 46, 31, 21, 7, unhealthy_for_sensitive_groups
64, 45, 27, 17, 6, moderate
103, 45, 35, 11, 8, unhealthy_for_sensitive_groups
83, 47, 52, 4, 11, moderate
60, 68, 62, 2, 11, moderate
109, 69, 53, 2, 9, unhealthy_for_sensitive_groups
132, 41, 43, 4, 8, unhealthy_for_sensitive_groups
64, 62, 40, 9, 9, moderate
120, 35, 37, 3, 8, unhealthy_for_sensitive_groups
61, 32, 22, 4, 8, moderate
53, 26, 21, 4, 8, moderate
47, 30, 31, 6, 9, good
51, 44, 33, 11, 12, moderate
60, 51, 41, 10, 10, moderate
79, 73, 42, 5, 10, moderate
128, 44, 33, 5, 6, unhealthy_for_sensitive_groups
78, 34, 31, 4, 3, moderate
67, 48, 35, 4, 3, moderate
85, 35, 33, 6, 4, moderate
65, 35, 20, 17, 13, moderate
91, 54, 18, 17, 14, moderate
121, 21, 21, 8, 8, unhealthy_for_sensitive_groups
56, 35, 19, 13, 13, moderate
86, 48, 17, 19, 23, moderate
118, 81, 23, 20, 23, unhealthy_for_sensitive_groups
159, 16, 23, 4, 6, unhealthy
38, 23, 22, 7, 8, good
61, 49, 19, 14, 16, moderate
90, 61, 16, 48, 21, moderate
146, 97, 14, 66, 32, unhealthy_for_sensitive_groups
187, 112, 17, 54, 23, unhealthy
212, 80, 24, 16, 15, very_unhealthy
147, 19, 22, 9, 8, unhealthy_for_sensitive_groups
58, 11, 24, 7, 5, moderate
31, 13, 23, 6, 8, good
46, 34, 21, 6, 12, good
96, 27, 24, 3, 9, moderate
74, 34, 22, 1, 8, moderate
59, 28, 23, 3, 7, moderate
64, 66, 24, 12, 23, moderate
153, 76, 19, 22, 30, unhealthy
125, 74, 22, 20, 34, unhealthy_for_sensitive_groups
139, 82, 20, 24, 29, unhealthy_for_sensitive_groups
143, 53, 24, 9, 9, unhealthy_for_sensitive_groups
91, 29, 22, 4, 8, moderate
55, 46, 24, 8, 13, moderate
102, 45, 24, 9, 16, unhealthy_for_sensitive_groups
93, 61, 20, 12, 21, moderate
128, 79, 22, 45, 22, unhealthy_for_sensitive_groups
144, 69, 24, 31, 19, unhealthy_for_sensitive_groups
129, 54, 25, 31, 15, unhealthy_for_sensitive_groups
105, 42, 25, 27, 13, unhealthy_for_sensitive_groups
80, 61, 27, 23, 15, moderate
120, 118, 27, 29, 24, unhealthy_for_sensitive_groups
181, 79, 25, 18, 16, unhealthy
132, 56, 28, 10, 12, unhealthy_for_sensitive_groups
104, 42, 27, 9, 6, unhealthy_for_sensitive_groups
87, 29, 20, 13, 5, moderate
84, 26, 22, 8, 5, moderate
52, 39, 24, 4, 5, moderate
40, 35, 23, 7, 9, good
65, 58, 22, 9, 12, moderate
99, 54, 22, 12, 14, moderate
116, 67, 22, 13, 14, unhealthy_for_sensitive_groups
119, 56, 21, 16, 12, unhealthy_for_sensitive_groups
90, 42, 22, 10, 8, moderate
66, 50, 25, 10, 12, moderate
96, 75, 26, 10, 10, moderate
141, 73, 26, 8, 9, unhealthy_for_sensitive_groups
109, 46, 25, 10, 11, unhealthy_for_sensitive_groups
87, 65, 20, 15, 15, moderate
116, 69, 22, 20, 19, unhealthy_for_sensitive_groups
138, 82, 22, 23, 19, unhealthy_for_sensitive_groups
152, 50, 29, 9, 8, unhealthy
100, 33, 26, 3, 5, moderate
31, 52, 26, 9, 10, moderate
101, 75, 34, 10, 10, unhealthy_for_sensitive_groups
160, 95, 48, 11, 10, unhealthy
189, 73, 33, 9, 12, unhealthy
146, 74, 23, 11, 8, unhealthy_for_sensitive_groups
113, 157, 23, 15, 16, unhealthy
137, 93, 24, 13, 10, unhealthy_for_sensitive_groups
88, 43, 23, 6, 7, moderate
65, 33, 25, 3, 6, moderate
43, 44, 24, 11, 13, good
73, 67, 24, 15, 13, moderate
112, 83, 34, 11, 12, unhealthy_for_sensitive_groups
160, 64, 34, 10, 7, unhealthy
158, 79, 29, 18, 16, unhealthy
123, 65, 29, 7, 9, unhealthy_for_sensitive_groups
95, 49, 32, 6, 7, moderate
90, 51, 32, 6, 6, moderate
128, 55, 33, 10, 11, unhealthy_for_sensitive_groups
117, 55, 26, 17, 10, unhealthy_for_sensitive_groups
103, 65, 35, 14, 12, unhealthy_for_sensitive_groups
116, 72, 38, 18, 14, unhealthy_for_sensitive_groups
144, 117, 35, 13, 11, unhealthy_for_sensitive_groups
138, 50, 29, 7, 7, unhealthy_for_sensitive_groups
64, 44, 24, 10, 9, moderate
59, 45, 27, 11, 9, moderate
69, 83, 25, 32, 18, moderate
147, 89, 22, 29, 18, unhealthy_for_sensitive_groups
153, 92, 41, 14, 16, unhealthy
153, 79, 38, 13, 12, unhealthy
113, 75, 33, 13, 12, unhealthy_for_sensitive_groups
128, 61, 40, 8, 11, unhealthy_for_sensitive_groups
103, 80, 45, 7, 9, unhealthy_for_sensitive_groups
61, 45, 27, 11, 6, moderate
80, 61, 28, 11, 5, moderate
83, 33, 23, 9, 3, moderate
50, 41, 34, 6, 3, good
68, 43, 35, 6, 4, moderate
84, 37, 28, 7, 4, moderate
62, 46, 19, 10, 4, moderate
63, 49, 17, 15, 7, moderate
68, 29, 18, 9, 5, moderate
39, 34, 19, 11, 5, good
49, 39, 20, 16, 4, good
68, 71, 28, 26, 4, moderate
105, 89, 41, 17, 6, unhealthy_for_sensitive_groups
164, 99, 49, 10, 5, unhealthy
166, 94, 50, 13, 5, unhealthy
158, 53, 40, 7, 4, unhealthy
93, 57, 32, 8, 3, moderate
103, 61, 35, 12, 4, unhealthy_for_sensitive_groups
110, 100, 33, 12, 6, unhealthy_for_sensitive_groups
163, 97, 38, 10, 5, unhealthy
156, 45, 25, 8, 3, unhealthy
75, 69, 33, 12, 4, moderate
139, 69, 26, 12, 4, unhealthy_for_sensitive_groups
116, 36, 27, 9, 2, unhealthy_for_sensitive_groups
73, 50, 22, 20, 3, moderate
103, 49, 17, 9, 3, unhealthy_for_sensitive_groups
62, 42, 20, 16, 3, moderate
78, 33, 19, 14, 1, moderate
57, 22, 18, 13, 9, moderate
44, 42, 20, 22, 16, good
83, 70, 19, 22, 31, moderate
157, 80, 27, 19, 16, unhealthy
155, 74, 31, 14, 6, unhealthy
156, 59, 28, 15, 5, unhealthy
110, 44, 27, 11, 3, unhealthy_for_sensitive_groups
91, 47, 27, 6, 3, moderate
106, 20, 24, 6, 4, unhealthy_for_sensitive_groups
48, 85, 21, 13, 3, moderate
210, 67, 25, 7, 3, very_unhealthy
136, 63, 29, 9, 4, unhealthy_for_sensitive_groups
149, 64, 28, 10, 4, unhealthy_for_sensitive_groups
154, 74, 28, 21, 6, unhealthy
159, 53, 23, 19, 5, unhealthy
113, 42, 18, 17, 5, unhealthy_for_sensitive_groups
90, 69, 23, 15, 8, moderate
150, 59, 26, 11, 4, unhealthy_for_sensitive_groups
129, 52, 20, 10, 5, unhealthy_for_sensitive_groups
117, 47, 21, 11, 4, unhealthy_for_sensitive_groups
106, 58, 19, 18, 6, unhealthy_for_sensitive_groups
146, 48, 16, 16, 6, unhealthy_for_sensitive_groups
117, 55, 16, 17, 8, unhealthy_for_sensitive_groups
137, 29, 20, 7, 3, unhealthy_for_sensitive_groups
74, 27, 21, 7, 3, moderate
65, 21, 20, 5, 3, moderate
50, 19, 21, 5, 3, good
49, 17, 21, 2, 2, good
35, 49, 21, 10, 8, good
123, 71, 16, 24, 17, unhealthy_for_sensitive_groups
159, 86, 20, 22, 17, unhealthy
174, 48, 20, 14, 8, unhealthy
101, 51, 21, 12, 4, unhealthy_for_sensitive_groups
120, 80, 16, 15, 12, unhealthy_for_sensitive_groups
153, 42, 16, 7, 5, unhealthy
50, 44, 16, 12, 10, good
74, 43, 19, 12, 13, moderate
66, 39, 19, 14, 8, moderate
76, 67, 11, 25, 10, moderate
131, 74, 17, 21, 11, unhealthy_for_sensitive_groups
157, 61, 20, 17, 7, unhealthy
131, 60, 18, 17, 5, unhealthy_for_sensitive_groups
132, 46, 21, 6, 5, unhealthy_for_sensitive_groups
92, 52, 21, 18, 10, moderate
118, 68, 15, 23, 11, unhealthy_for_sensitive_groups
154, 83, 15, 22, 17, unhealthy
170, 59, 17, 13, 11, unhealthy
102, 18, 19, 5, 5, unhealthy_for_sensitive_groups
34, 21, 18, 8, 6, good
51, 60, 12, 21, 21, moderate
139, 71, 14, 22, 20, unhealthy_for_sensitive_groups
148, 53, 15, 18, 7, unhealthy_for_sensitive_groups
137, 128, 11, 33, 31, unhealthy_for_sensitive_groups
245, 147, 5, 32, 29, very_unhealthy
282, 159, 9, 33, 36, very_unhealthy
293, 37, 22, 7, 8, very_unhealthy
91, 80, 22, 20, 10, moderate
154, 115, 19, 23, 13, unhealthy
111, 18, 19, 7, 4, unhealthy_for_sensitive_groups
48, 53, 15, 21, 15, moderate
116, 102, 18, 25, 18, unhealthy_for_sensitive_groups
182, 131, 14, 32, 19, unhealthy
223, 54, 19, 18, 10, very_unhealthy
108, 51, 46, 8, 7, unhealthy_for_sensitive_groups
100, 35, 33, 12, 6, moderate
54, 54, 47, 13, 6, moderate
113, 41, 36, 7, 6, unhealthy_for_sensitive_groups
66, 46, 37, 7, 6, moderate
104, 46, 30, 8, 7, unhealthy_for_sensitive_groups
88, 45, 36, 10, 7, moderate
85, 40, 30, 10, 6, moderate
82, 30, 20, 8, 6, moderate
54, 32, 19, 7, 6, moderate
63, 26, 29, 4, 7, moderate
53, 54, 46, 6, 9, moderate
93, 58, 40, 15, 8, moderate
85, 67, 38, 21, 9, moderate
112, 63, 33, 7, 7, unhealthy_for_sensitive_groups
117, 41, 28, 6, 7, unhealthy_for_sensitive_groups
44, 39, 26, 7, 6, good
59, 32, 33, 4, 5, moderate
65, 33, 27, 4, 5, moderate
76, 33, 32, 3, 6, moderate
65, 23, 24, 3, 5, moderate
42, 25, 16, 4, 6, good
54, 25, 18, 5, 6, moderate
57, 36, 30, 5, 7, moderate
72, 69, 35, 5, 7, moderate
144, 61, 37, 4, 7, unhealthy_for_sensitive_groups
119, 45, 24, 3, 6, unhealthy_for_sensitive_groups
99, 62, 32, 6, 6, moderate
111, 46, 35, 5, 7, unhealthy_for_sensitive_groups
69, 31, 21, 5, 7, moderate
66, 44, 26, 4, 8, moderate
95, 51, 27, 3, 6, moderate
100, 46, 33, 3, 3, moderate
88, 39, 27, 7, 3, moderate
77, 49, 17, 7, 3, moderate
73, 30, 18, 4, 3, moderate
55, 37, 12, 3, 4, moderate
90, 31, 14, 4, 3, moderate
64, 32, 22, 4, 4, moderate
58, 45, 24, 7, 4, moderate
63, 54, 36, 6, 4, moderate
95, 56, 42, 7, 4, moderate
99, 103, 53, 9, 5, unhealthy_for_sensitive_groups
146, 103, 56, 10, 7, unhealthy_for_sensitive_groups
45, 65, 39, 8, 4, moderate
43, 80, 47, 8, 4, moderate
102, 85, 41, 10, 5, unhealthy_for_sensitive_groups
109, 81, 34, 8, 6, unhealthy_for_sensitive_groups
102, 51, 26, 8, 7, unhealthy_for_sensitive_groups
63, 46, 35, 8, 8, moderate
56, 56, 39, 10, 9, moderate
57, 50, 35, 11, 10, moderate
68, 46, 39, 7, 8, moderate
73, 48, 45, 3, 7, moderate
84, 26, 29, 4, 7, moderate
36, 35, 26, 12, 5, good
58, 35, 34, 8, 3, moderate
46, 45, 27, 14, 3, good
74, 51, 23, 14, 6, moderate
93, 58, 29, 14, 3, moderate
94, 54, 36, 12, 3, moderate
89, 31, 27, 9, 2, moderate
46, 26, 36, 6, 1, good
51, 40, 38, 7, 1, moderate
70, 54, 37, 9, 1, moderate
94, 41, 37, 6, 1, moderate
69, 29, 35, 4, 4, moderate
43, 41, 41, 8, 3, good
58, 36, 29, 8, 3, moderate
52, 34, 31, 8, 2, moderate
53, 41, 41, 6, 2, moderate
74, 38, 28, 11, 3, moderate
58, 35, 22, 10, 3, moderate
45, 49, 27, 14, 7, good
74, 57, 40, 15, 5, moderate
92, 48, 39, 12, 3, moderate
68, 52, 42, 13, 3, moderate
91, 60, 38, 16, 3, moderate
105, 65, 46, 15, 4, unhealthy_for_sensitive_groups
114, 69, 47, 15, 4, unhealthy_for_sensitive_groups
127, 50, 33, 13, 3, unhealthy_for_sensitive_groups
84, 49, 36, 12, 3, moderate
66, 38, 32, 8, 3, moderate
61, 38, 34, 8, 2, moderate
75, 51, 33, 14, 3, moderate
97, 62, 42, 16, 4, moderate
115, 43, 28, 15, 4, unhealthy_for_sensitive_groups
63, 50, 44, 15, 4, moderate
76, 51, 33, 12, 3, moderate
76, 32, 24, 3, 2, moderate
31, 40, 25, 12, 4, good
55, 32, 24, 6, 3, moderate
115, 28, 42, 13, 8, unhealthy_for_sensitive_groups
76, 36, 59, 12, 6, moderate
75, 82, 33, 34, 8, moderate
171, 52, 45, 29, 6, unhealthy
146, 55, 40, 9, 5, unhealthy_for_sensitive_groups
88, 30, 42, 7, 4, moderate
56, 58, 53, 21, 9, moderate
94, 46, 49, 12, 6, moderate
85, 54, 56, 16, 5, moderate
115, 60, 57, 12, 4, unhealthy_for_sensitive_groups
121, 56, 69, 13, 4, unhealthy_for_sensitive_groups
132, 51, 45, 16, 2, unhealthy_for_sensitive_groups
119, 75, 76, 23, 9, unhealthy_for_sensitive_groups
150, 81, 79, 16, 12, unhealthy_for_sensitive_groups
156, 72, 54, 11, 6, unhealthy
93, 82, 58, 10, 5, moderate
65, 69, 51, 13, 6, moderate
77, 60, 52, 16, 4, moderate
95, 81, 51, 18, 7, moderate
119, 81, 85, 22, 10, unhealthy_for_sensitive_groups
130, 76, 76, 20, 6, unhealthy_for_sensitive_groups
139, 77, 100, 13, 7, unhealthy_for_sensitive_groups
142, 87, 58, 18, 9, unhealthy_for_sensitive_groups
147, 79, 101, 15, 9, unhealthy_for_sensitive_groups
101, 86, 116, 15, 8, unhealthy_for_sensitive_groups
148, 72, 125, 14, 6, unhealthy_for_sensitive_groups
133, 47, 53, 15, 5, unhealthy_for_sensitive_groups
95, 31, 35, 15, 3, moderate
76, 46, 43, 17, 5, moderate
88, 26, 51, 6, 3, moderate
58, 21, 47, 9, 4, moderate
58, 46, 45, 16, 4, moderate
92, 70, 35, 15, 6, moderate
98, 72, 59, 14, 10, moderate
74, 66, 46, 12, 6, moderate
86, 64, 27, 18, 7, moderate
93, 73, 47, 14, 8, moderate
135, 42, 32, 11, 6, unhealthy_for_sensitive_groups
92, 39, 28, 17, 10, moderate
61, 32, 32, 12, 8, moderate
68, 43, 36, 13, 12, moderate
75, 73, 55, 13, 13, moderate
73, 86, 45, 15, 12, moderate
114, 58, 32, 17, 10, unhealthy_for_sensitive_groups
98, 66, 56, 22, 14, moderate
99, 61, 47, 11, 11, moderate
84, 66, 58, 14, 12, moderate
122, 83, 33, 13, 12, unhealthy_for_sensitive_groups
83, 46, 33, 16, 11, moderate
49, 55, 45, 16, 14, moderate
73, 48, 38, 13, 12, moderate
72, 37, 33, 11, 10, moderate
83, 39, 37, 12, 11, moderate
68, 48, 43, 12, 11, moderate
73, 48, 40, 11, 10, moderate
79, 34, 36, 10, 10, moderate
61, 46, 32, 9, 10, moderate
69, 33, 30, 9, 9, moderate
64, 32, 34, 9, 8, moderate
74, 53, 43, 11, 9, moderate
70, 57, 42, 7, 6, moderate
96, 40, 36, 8, 5, moderate
71, 67, 35, 13, 4, moderate
79, 50, 34, 10, 4, moderate
68, 50, 55, 8, 5, moderate
93, 89, 79, 7, 5, moderate
153, 60, 64, 5, 3, unhealthy
89, 30, 41, 6, 3, moderate
103, 47, 47, 6, 4, unhealthy_for_sensitive_groups
100, 36, 41, 3, 3, moderate
99, 29, 46, 8, 4, moderate
64, 49, 48, 11, 5, moderate
73, 53, 60, 11, 3, moderate
132, 59, 48, 9, 3, unhealthy_for_sensitive_groups
148, 58, 46, 12, 3, unhealthy_for_sensitive_groups
146, 84, 66, 13, 6, unhealthy_for_sensitive_groups
163, 90, 55, 10, 6, unhealthy
174, 70, 54, 11, 6, unhealthy
154, 45, 47, 9, 5, unhealthy
137, 30, 44, 7, 5, unhealthy_for_sensitive_groups
90, 46, 47, 10, 5, moderate
121, 37, 39, 6, 5, unhealthy_for_sensitive_groups
94, 39, 43, 6, 5, moderate
95, 30, 33, 6, 4, moderate
78, 31, 27, 9, 5, moderate
93, 33, 37, 4, 5, moderate
89, 46, 42, 10, 6, moderate
87, 48, 42, 7, 6, moderate
97, 28, 33, 5, 5, moderate
66, 46, 30, 10, 6, moderate
98, 59, 56, 9, 9, moderate
82, 201, 11, 50, 44, very_unhealthy
295, 137, 19, 21, 13, very_unhealthy
223, 37, 32, 3, 7, very_unhealthy
74, 38, 32, 11, 12, moderate
63, 54, 26, 15, 13, moderate
99, 112, 11, 31, 30, unhealthy_for_sensitive_groups
184, 78, 21, 21, 18, unhealthy
152, 52, 29, 8, 10, unhealthy
100, 28, 29, 10, 10, moderate
55, 54, 21, 21, 20, moderate
106, 55, 25, 20, 17, unhealthy_for_sensitive_groups
119, 84, 24, 19, 15, unhealthy_for_sensitive_groups
169, 81, 28, 14, 17, unhealthy
165, 58, 28, 19, 15, unhealthy
128, 92, 28, 18, 23, unhealthy_for_sensitive_groups
167, 53, 29, 12, 14, unhealthy
92, 54, 34, 10, 13, moderate
90, 35, 34, 9, 7, moderate
77, 40, 30, 10, 12, moderate
83, 72, 36, 15, 15, moderate
157, 96, 25, 23, 15, unhealthy
183, 57, 47, 13, 8, unhealthy
